scenario_id,target_id,task,model,logloss,brier,auc,balanced_accuracy,macro_f1,mae,rmse,r2,direction_accuracy,n_matured,n_pending,n_trades,n_skipped,n_unrealized,total_pnl,return_on_bankroll,return_on_turnover,win_rate,avg_pnl,max_drawdown,pnl_per_trade_std
DOM05,target_up_24h,classification,mean_reversion,1.1180764204545455,0.6715231386598977,0.5388328157349896,0.3544973544973545,0.2875718929732433,,,,,88,98,51.0,62.0,0.0,-133.1984333916786,-0.01331984333916786,-0.026117339880721294,0.5098039215686274,-2.6117339880721295,152.01605120201145,15.752284873838576
DOM05,target_up_24h,classification,momentum,1.1759783863636364,0.7109504690729204,0.479981884057971,0.3227513227513228,0.23290952644186472,,,,,88,98,52.0,73.0,0.0,-466.67708243064857,-0.046667708243064855,-0.08974559277512473,0.28846153846153844,-8.974559277512473,467.7297140095959,18.399075780289333
DOM05,target_delta_24h,regression,limix,,,,,,0.08214041837653409,0.15001650387613366,-2.016378650612723,0.5340909090909091,88,98,33.0,64.0,0.0,-252.9703471986424,-0.02529703471986424,-0.07665768096928557,0.3939393939393939,-7.6657680969285575,288.26875922169955,21.471871506267345
DOM05,target_delta_24h,regression,base_rate,,,,,,0.05668342749225202,0.09671177295699138,-0.25362160507424436,0.2727272727272727,88,98,70.0,55.0,0.0,-922.8057804746164,-0.09228057804746165,-0.13182939721065948,0.21428571428571427,-13.18293972106595,922.8057804746167,22.376719958814853
DOM05,target_delta_24h,regression,price_unchanged,,,,,,0.03821590909090906,0.08761738878888034,-0.028936065820818424,0.10227272727272728,88,98,0.0,0.0,0.0,0.0,0.0,,,,0.0,
DOM05,target_delta_24h,regression,mean_reversion,,,,,,0.050761363636363604,0.10566299074716917,-0.49642024902391224,0.5227272727272727,88,98,31.0,55.0,0.0,-87.93691139595585,-0.008793691139595584,-0.02836674561159866,0.45161290322580644,-2.836674561159866,124.50256796161237,21.692516477189088
DOM05,target_delta_24h,regression,momentum,,,,,,0.05606818181818177,0.10529821018508251,-0.4861058944853176,0.3977272727272727,88,98,31.0,55.0,0.0,-159.40320723182288,-0.01594032072318229,-0.05142038942962028,0.3548387096774194,-5.142038942962028,188.23448526872704,18.370196153678485
DOM05,final_outcome_yes,classification,limix,,,,,,,,,,0,0,,,,,,,,,,
DOM05,final_outcome_yes,classification,base_rate,,,,,,,,,,0,0,,,,,,,,,,
DOM05,final_outcome_yes,classification,price_unchanged,,,,,,,,,,0,0,,,,,,,,,,
DOM05,final_outcome_yes,classification,mean_reversion,,,,,,,,,,0,0,,,,,,,,,,
DOM05,final_outcome_yes,classification,momentum,,,,,,,,,,0,0,,,,,,,,,,
TRD03,target_volume_spike_1h,classification,limix,0.6621614386536373,0.45804687017511403,0.636835595482212,0.5835530384402565,0.5817522243396898,,,,,921,582,,,,,,,,,,
TRD03,target_volume_spike_1h,classification,base_rate,0.6415416731813247,0.44949849844186535,0.5452863761134438,0.5,0.4050387596899225,,,,,921,582,,,,,,,,,,
TRD03,target_volume_spike_1h,classification,price_unchanged,0.8067549804560262,0.5307491856677524,0.5,0.5,0.4050387596899225,,,,,921,582,,,,,,,,,,
TRD03,target_volume_spike_1h,classification,mean_reversion,0.6437790206297502,0.4515871623184322,0.5203186537773004,0.4960046219444716,0.4377376278940373,,,,,921,582,,,,,,,,,,
TRD03,target_volume_spike_1h,classification,momentum,0.6450621292073833,0.4527303329933507,0.5174760494309367,0.49993490219054126,0.45276292335115864,,,,,921,582,,,,,,,,,,
TRD04,target_buy_slippage_1000_1h,regression,limix,,,,,,0.009671724816134175,0.03195276351023646,0.8373960635167151,0.9808038392321535,1667,253,,,,,,,,,,
TRD04,target_buy_slippage_1000_1h,regression,base_rate,,,,,,0.04520711638310741,0.07940186917164124,-0.004096971697550966,0.7822435512897421,1667,253,,,,,,,,,,
TRD04,target_buy_slippage_1000_1h,regression,price_unchanged,,,,,,0.03893117197903417,0.08828685276989967,-0.2413843785012182,0.21775644871025795,1667,253,,,,,,,,,,
TRD04,target_buy_slippage_1000_1h,regression,mean_reversion,,,,,,0.039630650460657633,0.08863274005182192,-0.2511303408611143,0.4301139772045591,1667,253,,,,,,,,,,
TRD04,target_buy_slippage_1000_1h,regression,momentum,,,,,,0.04039312764978902,0.08986347434278755,-0.2861174062017646,0.4409118176364727,1667,253,,,,,,,,,,
TRD05,target_tradable_1h,classification,limix,0.30278852042007,0.18501210802641596,0.9388791233595071,0.8569089703215513,0.8569089703215513,,,,,1714,206,,,,,,,,,,
TRD05,target_tradable_1h,classification,base_rate,0.6278902205367562,0.43680829382778774,0.5688562581068066,0.5,0.4021625392396233,,,,,1714,206,,,,,,,,,,
TRD05,target_tradable_1h,classification,price_unchanged,0.824522414235706,0.5436872812135355,0.5,0.5,0.4021625392396233,,,,,1714,206,,,,,,,,,,
TRD05,target_tradable_1h,classification,mean_reversion,0.6225919119019836,0.43211162928331387,0.5955965450123912,0.5262494337796618,0.4995500955767108,,,,,1714,206,,,,,,,,,,
TRD05,target_tradable_1h,classification,momentum,0.6240897380396734,0.4335020960952952,0.5887091413084985,0.5262494337796618,0.4995500955767108,,,,,1714,206,,,,,,,,,,
